province,district_number,form_type,drive_id,drive_url,valid_votes,invalid_votes,blank_votes,total_votes,votes_json,updated_by,update_reason
กาฬสินธุ์,2,constituency,1W15Zq7awfjPWG12O4wEcU7-QwD7iaG4l,https://drive.google.com/file/d/1W15Zq7awfjPWG12O4wEcU7-QwD7iaG4l/view,76321,,,,"{""1"": 1154, ""2"": 1815, ""3"": 17857, ""4"": 7963, ""5"": 43696, ""6"": 1194, ""7"": 463, ""8"": 165, ""9"": 1535, ""10"": 479}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กาฬสินธุ์,3,constituency,1mGtSJULd1IlNZNXY86WOMVyeP4csLOec,https://drive.google.com/file/d/1mGtSJULd1IlNZNXY86WOMVyeP4csLOec/view,78033,2518,1894,,"{""1"": 4942, ""2"": 15030, ""3"": 11568, ""4"": 27385, ""5"": 524, ""6"": 14358, ""7"": 388, ""8"": 1847, ""9"": 1285, ""10"": 133, ""11"": 414, ""12"": 159}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กาฬสินธุ์,4,constituency,19W7Wze7o2z5WDi1Js-RXaCWVLU8h_jGb,https://drive.google.com/file/d/19W7Wze7o2z5WDi1Js-RXaCWVLU8h_jGb/view,85649,2514,1941,,"{""1"": 768, ""2"": 13431, ""3"": 3939, ""4"": 35782, ""5"": 390, ""6"": 633, ""7"": 846, ""8"": 25187, ""9"": 3930, ""10"": 181, ""11"": 460, ""12"": 102}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กาฬสินธุ์,5,constituency,1peRDABTfr2gyblRFtUuLwDL2SBW-2kLF,https://drive.google.com/file/d/1peRDABTfr2gyblRFtUuLwDL2SBW-2kLF/view,89758,2305,1840,,"{""1"": 22785, ""2"": 417, ""3"": 250, ""4"": 4019, ""5"": 48271, ""6"": 391, ""7"": 204, ""8"": 824, ""9"": 12077, ""10"": 63, ""11"": 457}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กาฬสินธุ์,6,constituency,1dcth62P1ypYEi_oTtzWh8Y3ryEUBeeGH,https://drive.google.com/file/d/1dcth62P1ypYEi_oTtzWh8Y3ryEUBeeGH/view,91466,,,,"{""1"": 425, ""2"": 787, ""3"": 59665, ""4"": 13120, ""5"": 176, ""6"": 15141, ""7"": 337, ""8"": 452, ""9"": 1269, ""10"": 94}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กำแพงเพชร,1,constituency,12AJd0tUDsyw6IaIl7E9G0wd20kywfnRy,https://drive.google.com/file/d/12AJd0tUDsyw6IaIl7E9G0wd20kywfnRy/view,90911,5247,5281,,"{""1"": 4465, ""2"": 45347, ""3"": 1748, ""4"": 33203, ""5"": 2650, ""7"": 3498}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กำแพงเพชร,2,constituency,1NIluGKk9rkWbP9EtYpEE6cC6PHx_y_Bw,https://drive.google.com/file/d/1NIluGKk9rkWbP9EtYpEE6cC6PHx_y_Bw/view,97504,4752,3065,,"{""1"": 32930, ""2"": 16681, ""3"": 42302, ""4"": 2108, ""6"": 2161, ""7"": 1322}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กำแพงเพชร,3,constituency,12fpaLotgxlIDzg44Qn4K58pKJQVrFhN5,https://drive.google.com/file/d/12fpaLotgxlIDzg44Qn4K58pKJQVrFhN5/view,83994,4217,3144,,"{""1"": 550, ""2"": 469, ""3"": 1157, ""4"": 33653, ""5"": 1979, ""6"": 30151, ""7"": 1620, ""8"": 13026, ""9"": 1389}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กำแพงเพชร,4,constituency,1g6GPyxzpYNmhj6M3Y5aeHvsXQRajqtpy,https://drive.google.com/file/d/1g6GPyxzpYNmhj6M3Y5aeHvsXQRajqtpy/view,86283,,,,"{""1"": 15711, ""2"": 423, ""3"": 800, ""4"": 27423, ""5"": 1888, ""6"": 1215, ""7"": 38450, ""8"": 373}",policy_take_killernay,user_policy_take_killernay_unless_invalid
ขอนแก่น,1,constituency,1omeFP2AmW4UZ-nzTDIz2OMKRemMyoVnX,https://drive.google.com/file/d/1omeFP2AmW4UZ-nzTDIz2OMKRemMyoVnX/view,83007,2621,5519,,"{""1"": 2719, ""2"": 1534, ""3"": 35303, ""4"": 23307, ""5"": 540, ""6"": 1887, ""7"": 15596, ""8"": 557, ""9"": 1366, ""10"": 198}",policy_take_killernay,user_policy_take_killernay_unless_invalid
